event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff
UFC 108,cole miller,dan lauzon,Red,Lightweight,0,Men,Submission,1,3,185,Steve Mazzagatti,0,15,34,0.44,18,37,0.49,0,0,0.0,1,0,6,21,11,39.0,185.42,65.77,185.42,Orthodox,3.0,3.88,0.33,0.36,0.59,0.38,1.8,0.6,1,10,24,0.41,13,27,0.48,1,1,1.0,0,0,46,17,6,35.0,177.8,70.31,,Orthodox,1.34,4.09,0.25,0.33,0.61,0.8,2.7,1.63,-1,5,10,0.03,5,10,0.01,-1,-1,-1.0,1,0,-40,4,5,4.0,7.619999999999976,-4.54,,1.66,-0.21,0.08,0.03,-0.02,-0.42,-0.9,-1.03
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,gray maynard,nate diaz,Blue,Lightweight,0,Men,KO/TKO,1,3,158,Yves Lavigne,0,5,15,0.33,6,16,0.38,1,2,0.5,0,0,49,13,7,44.0,175.26,70.31,177.8,Orthodox,1.92,2.64,0.32,0.47,0.66,0.81,0.7,2.91,0,33,55,0.6,34,56,0.61,0,1,0.0,0,0,6,22,13,38.0,182.88,77.11,193.04,Southpaw,4.57,3.77,0.45,0.3,0.52,0.41,1.3,1.05,0,-28,-40,-0.27,-28,-40,-0.23,1,1,0.5,0,0,43,-9,-6,6.0,-7.62,-6.8,-15.24,-2.65,-1.13,-0.13,0.1699999999999999,0.14,0.4000000000000001,-0.6,1.86
UFC Fight Night,gray maynard,nate diaz,Red,Lightweight,0,Men,Decision - Split,3,3,300,Mario Yamasaki,0,41,142,0.28,53,154,0.34,0,0,0.0,0,0,11,13,7,44.0,175.26,70.31,177.8,Orthodox,1.92,2.64,0.32,0.47,0.66,0.81,0.7,2.91,0,70,251,0.27,77,259,0.3,0,3,0.0,0,0,0,22,13,38.0,182.88,77.11,193.04,Southpaw,4.57,3.77,0.45,0.3,0.52,0.41,1.3,1.05,0,-29,-109,0.01,-24,-105,0.04,0,-3,0.0,0,0,11,-9,-6,6.0,-7.62,-6.8,-15.24,-2.65,-1.13,-0.13,0.1699999999999999,0.14,0.4000000000000001,-0.6,1.86
UFC 291,dustin poirier,justin gaethje,Blue,Lightweight,0,Men,KO/TKO,2,5,60,Herb Dean,0,27,52,0.51,27,52,0.52,0,0,0.0,0,0,0,30,8,35.0,175.26,70.31,182.88,Southpaw,5.45,4.36,0.51,0.36,0.53,0.63,1.4,1.33,1,41,66,0.62,41,66,0.62,0,0,0.0,0,0,0,25,4,35.0,180.34,70.31,177.8,Orthodox,7.35,7.5,0.6,0.25,0.53,0.75,0.0,0.13,-1,-14,-14,-0.11,-14,-14,-0.1,0,0,0.0,0,0,0,5,4,0.0,-5.08,0.0,5.079999999999984,-1.9,-3.14,-0.09,0.1099999999999999,0.0,-0.12,1.4,1.2000000000000002
UFC Fight Night,dustin poirier,justin gaethje,Red,Lightweight,0,Men,KO/TKO,4,5,33,Herb Dean,0,174,351,0.49,179,357,0.5,0,5,0.0,0,0,6,30,8,35.0,175.26,70.31,182.88,Southpaw,5.45,4.36,0.51,0.36,0.53,0.63,1.4,1.33,0,115,212,0.54,116,213,0.54,0,0,0.0,0,0,64,25,4,35.0,180.34,70.31,177.8,Orthodox,7.35,7.5,0.6,0.25,0.53,0.75,0.0,0.13,0,59,139,-0.05,63,144,-0.04,0,5,0.0,0,0,-58,5,4,0.0,-5.08,0.0,5.079999999999984,-1.9,-3.14,-0.09,0.1099999999999999,0.0,-0.12,1.4,1.2000000000000002
UFC Fight Night,da woon jung,mike rodriguez,Red,Light Heavyweight,0,Men,KO/TKO,1,3,64,Marc Goddard,1,5,10,0.5,5,10,0.5,0,0,0.0,0,0,2,15,5,30.0,193.04,92.99,198.12,Orthodox,3.49,3.89,0.43,0.5,0.51,0.77,0.2,1.9,0,4,8,0.5,4,8,0.5,0,0,0.0,0,0,0,11,7,35.0,193.04,92.99,208.28,Southpaw,4.35,4.24,0.53,0.0,0.41,0.37,0.0,0.0,1,1,2,0.0,1,2,0.0,0,0,0.0,0,0,2,4,-2,-5.0,0.0,0.0,-10.16,-0.86,-0.35,-0.1,0.5,0.1,0.4,0.2,1.9
UFC Fight Night,chan sung jung,yair rodriguez,Blue,Featherweight,0,Men,KO/TKO,5,5,299,Kevin MacDonald,0,126,308,0.4,130,312,0.42,0,5,0.0,0,0,60,17,8,37.0,170.18,65.77,182.88,Orthodox,3.93,4.52,0.41,0.44,0.52,0.72,0.6,0.7,1,119,271,0.43,129,281,0.46,0,4,0.0,0,0,19,16,5,31.0,180.34,65.77,180.34,Orthodox,4.65,3.99,0.46,0.27,0.52,0.58,0.7,0.69,-1,7,37,-0.03,1,31,-0.04,0,1,0.0,0,0,41,1,3,6.0,-10.16,0.0,2.539999999999992,-0.72,0.5299999999999994,-0.05,0.1699999999999999,0.0,0.14,-0.1,0.01
UFC 227,tj dillashaw,cody garbrandt,Red,UFC Bantamweight Title,1,Men,KO/TKO,1,5,250,Herb Dean,2,45,72,0.62,51,78,0.65,0,0,0.0,0,0,29,18,5,38.0,167.64,61.23,170.18,Orthodox,5.09,3.47,0.41,0.3,0.62,0.77,0.8,1.56,0,17,43,0.39,17,43,0.4,0,2,0.0,0,0,0,14,5,32.0,172.72,61.23,165.1,Orthodox,3.06,3.91,0.4,0.34,0.6,0.8,0.0,1.1,2,28,29,0.2299999999999999,34,35,0.25,0,-2,0.0,0,0,29,4,0,6.0,-5.08,0.0,5.0800000000000125,2.03,-0.44,0.01,-0.04,0.02,-0.03,0.8,0.4599999999999999
UFC 217,cody garbrandt,tj dillashaw,Blue,UFC Bantamweight Title,1,Men,KO/TKO,2,5,161,Dan Miragliotta,1,18,53,0.33,19,54,0.35,0,0,0.0,0,0,4,14,5,32.0,172.72,61.23,165.1,Orthodox,3.06,3.91,0.4,0.34,0.6,0.8,0.0,1.1,2,20,81,0.24,23,85,0.27,0,1,0.0,0,0,7,18,5,38.0,167.64,61.23,170.18,Orthodox,5.09,3.47,0.41,0.3,0.62,0.77,0.8,1.56,-1,-2,-28,0.09,-4,-31,0.08,0,-1,0.0,0,0,-3,-4,0,-6.0,5.0800000000000125,0.0,-5.08,-2.03,0.4399999999999999,-0.01,0.04,-0.02,0.03,-0.8,-0.46
UFC Fight Night,edmen shahbazyan,aj dobson,Red,Middleweight,0,Men,KO/TKO,1,3,273,Mark Smith,1,27,43,0.62,31,51,0.61,1,3,0.33,0,0,49,13,4,26.0,187.96,83.91,190.5,Orthodox,3.6,4.09,0.52,0.38,0.45,0.63,0.6,2.24,0,15,46,0.32,20,54,0.37,0,0,0.0,0,1,75,7,3,32.0,185.42,83.91,193.04,Orthodox,4.29,5.31,0.46,0.75,0.46,0.65,0.3,1.67,1,12,-3,0.3,11,-3,0.24,1,3,0.33,0,-1,-26,6,1,-6.0,2.5400000000000205,0.0,-2.54,-0.69,-1.22,0.06,-0.37,-0.01,-0.02,0.3,0.5700000000000003
UFC 299,petr yan,song yadong,Red,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Keith Peterson,0,99,183,0.54,129,217,0.59,2,5,0.4,0,0,107,17,5,31.0,170.18,61.23,170.18,Switch,5.14,4.36,0.53,0.51,0.58,0.85,0.1,1.73,0,86,172,0.5,104,192,0.54,1,8,0.12,0,0,100,21,8,26.0,172.72,61.23,170.18,Orthodox,4.49,3.96,0.43,0.4,0.55,0.72,0.2,0.66,0,13,11,0.04,25,25,0.05,1,-3,0.28,0,0,7,-4,-3,5.0,-2.54,0.0,0.0,0.6499999999999995,0.4000000000000003,0.1,0.1099999999999999,0.0299999999999999,0.13,-0.1,1.0699999999999998
UFC 298,zhang mingyang,brendson ribeiro,Red,Light Heavyweight,0,Men,KO/TKO,1,3,101,Mike Beltran,1,17,28,0.6,17,28,0.61,0,0,0.0,0,0,2,17,6,25.0,187.96,92.99,190.5,Orthodox,9.23,6.39,0.57,0.0,0.57,0.0,0.0,0.0,0,14,31,0.45,14,31,0.45,0,0,0.0,0,0,0,15,6,27.0,190.5,92.99,205.74,Orthodox,8.41,6.77,0.46,0.0,0.56,0.0,0.0,0.0,1,3,-3,0.1499999999999999,3,-3,0.1599999999999999,0,0,0.0,0,0,2,2,0,-2.0,-2.54,0.0,-15.24,0.8200000000000003,-0.38,0.1099999999999999,0.0,0.01,0.0,0.0,0.0
UFC 297,gillian robertson,polyana viana,Red,Women's Strawweight,0,Women,KO/TKO,2,3,192,Kevin MacDonald,0,23,39,0.58,49,91,0.54,2,2,1.0,1,0,366,13,8,28.0,165.1,52.16,160.02,Orthodox,2.61,3.12,0.46,0.43,0.56,0.43,1.0,2.53,0,12,41,0.29,33,66,0.5,0,0,0.0,0,0,27,13,7,31.0,165.1,52.16,170.18,Orthodox,2.99,2.65,0.4,0.33,0.53,0.38,1.9,0.82,0,11,-2,0.29,16,25,0.04,2,2,1.0,1,0,339,0,1,-3.0,0.0,0.0,-10.16,-0.38,0.4700000000000002,0.06,0.1,0.03,0.05,-0.9,1.71
UFC 286,gunnar nelson,bryan barberena,Red,Welterweight,0,Men,Submission,1,3,291,Rich Mitchell,0,10,11,0.9,20,21,0.95,1,2,0.5,1,0,193,19,5,35.0,180.34,77.11,182.88,Switch,1.84,3.0,0.61,0.59,0.49,0.66,1.0,1.9,0,7,12,0.58,18,23,0.78,0,0,0.0,0,0,0,18,12,34.0,182.88,83.91,182.88,Southpaw,5.35,4.59,0.48,0.22,0.44,0.5,0.3,0.13,0,3,-1,0.32,2,-2,0.1699999999999999,1,2,0.5,1,0,193,1,-7,1.0,-2.54,-6.8,0.0,-3.51,-1.59,0.13,0.37,0.05,0.16,0.7,1.77
UFC 286,sam patterson,yanal ashmouz,Blue,Lightweight,0,Men,KO/TKO,1,3,75,Marc Goddard,0,2,7,0.28,2,7,0.29,0,0,0.0,0,0,0,11,2,27.0,190.5,70.31,198.12,Orthodox,2.54,3.41,0.38,1.0,0.49,0.33,3.6,1.19,0,15,20,0.75,15,20,0.75,1,1,1.0,0,0,7,7,1,28.0,175.26,70.31,172.72,Orthodox,3.08,5.35,0.42,0.5,0.59,0.5,0.0,0.92,0,-13,-13,-0.47,-13,-13,-0.46,-1,-1,-1.0,0,0,-7,4,1,-1.0,15.240000000000007,0.0,25.40000000000001,-0.54,-1.94,-0.04,0.5,-0.1,-0.17,3.6,0.2699999999999999
UFC 280,armen petrosyan,aj dobson,Red,Middleweight,0,Men,Decision - Unanimous,3,3,300,Marc Goddard,0,118,246,0.47,118,246,0.48,0,1,0.0,0,0,0,9,3,33.0,190.5,83.91,180.34,Orthodox,5.69,2.9,0.52,0.33,0.56,0.31,0.0,0.22,0,58,161,0.36,64,168,0.38,3,3,1.0,0,0,49,7,3,32.0,185.42,83.91,193.04,Orthodox,4.29,5.31,0.46,0.75,0.46,0.65,0.3,1.67,0,60,85,0.1099999999999999,54,78,0.1,-3,-2,-1.0,0,0,-49,2,0,1.0,5.0800000000000125,0.0,-12.7,1.4000000000000004,-2.41,0.06,-0.42,0.1,-0.34,-0.3,-1.45
UFC Fight Night,bryan barberena,jason witt,Blue,Welterweight,0,Men,Decision - Majority,3,3,300,Keith Peterson,0,50,113,0.44,114,178,0.64,0,1,0.0,0,1,47,18,12,34.0,182.88,83.91,182.88,Southpaw,5.35,4.59,0.48,0.22,0.44,0.5,0.3,0.13,1,35,83,0.42,56,105,0.53,8,18,0.44,1,0,338,19,9,37.0,177.8,77.11,177.8,Orthodox,2.15,2.54,0.44,0.48,0.52,1.0,0.9,6.9,-1,15,30,0.02,58,73,0.1099999999999999,-8,-17,-0.44,-1,1,-291,-1,3,-3.0,5.079999999999984,6.799999999999997,5.079999999999984,3.2,2.05,0.04,-0.26,-0.08,-0.5,-0.6,-6.77
UFC Fight Night,jack hermansson,edmen shahbazyan,Red,Middleweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,55,100,0.55,141,192,0.73,3,6,0.5,0,0,431,24,8,35.0,185.42,83.91,195.58,Orthodox,5.09,3.69,0.44,0.3,0.56,0.8,0.4,1.53,0,40,92,0.43,42,94,0.45,0,0,0.0,1,1,111,13,4,26.0,187.96,83.91,190.5,Orthodox,3.6,4.09,0.52,0.38,0.45,0.63,0.6,2.24,0,15,8,0.12,99,98,0.2799999999999999,3,6,0.5,-1,-1,320,11,4,9.0,-2.54,0.0,5.0800000000000125,1.4899999999999998,-0.4,-0.08,-0.08,0.11,0.17,-0.2,-0.71
UFC Fight Night,derek brunson,edmen shahbazyan,Red,Middleweight,0,Men,KO/TKO,3,3,26,Herb Dean,0,88,145,0.6,107,164,0.65,4,8,0.5,0,0,186,23,9,40.0,185.42,83.91,195.58,Southpaw,3.51,3.05,0.47,0.33,0.51,0.85,0.6,3.14,0,35,72,0.48,38,75,0.51,0,0,0.0,0,0,3,13,4,26.0,187.96,83.91,190.5,Orthodox,3.6,4.09,0.52,0.38,0.45,0.63,0.6,2.24,0,53,73,0.12,69,89,0.14,4,8,0.5,0,0,183,10,5,14.0,-2.54,0.0,5.0800000000000125,-0.09,-1.04,-0.05,-0.05,0.06,0.2199999999999999,0.0,0.8999999999999999
UFC Fight Night,john dodson,petr yan,Blue,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Neil Hall,1,30,81,0.37,35,86,0.41,2,8,0.25,0,0,37,22,12,39.0,160.02,61.23,167.64,Orthodox,3.2,3.58,0.4,0.28,0.61,0.82,0.0,0.71,0,80,155,0.51,102,180,0.57,2,5,0.4,0,0,89,17,5,31.0,170.18,61.23,170.18,Switch,5.14,4.36,0.53,0.51,0.58,0.85,0.1,1.73,1,-50,-74,-0.14,-67,-94,-0.16,0,3,-0.15,0,0,-52,5,7,8.0,-10.16,0.0,-2.54,-1.94,-0.78,-0.13,-0.23,0.03,-0.03,-0.1,-1.02
UFC Fight Night,petr yan,jin soo son,Red,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Marc Goddard,0,100,232,0.43,115,249,0.46,0,1,0.0,0,1,13,17,5,31.0,170.18,61.23,170.18,Switch,5.14,4.36,0.53,0.51,0.58,0.85,0.1,1.73,0,58,220,0.26,63,226,0.28,1,7,0.14,0,0,155,9,4,30.0,167.64,61.23,175.26,Orthodox,5.1,7.63,0.36,0.25,0.52,1.0,0.0,1.5,0,42,12,0.1699999999999999,52,23,0.18,-1,-6,-0.14,0,1,-142,8,1,1.0,2.5400000000000205,0.0,-5.08,0.04,-3.27,0.17,0.26,0.06,-0.15,0.1,0.2299999999999999
UFC Fight Night,adam yandiev,jordan johnson,Blue,Middleweight,0,Men,Submission,2,3,42,Marc Goddard,0,1,12,0.08,1,12,0.08,0,0,0.0,0,0,0,9,1,35.0,175.26,83.91,187.96,Orthodox,0.18,6.14,0.08,0.0,0.36,0.25,0.0,0.0,0,35,55,0.63,55,82,0.67,3,4,0.75,2,0,215,10,0,35.0,187.96,92.99,200.66,Orthodox,3.45,2.64,0.47,0.42,0.53,1.0,1.2,3.25,0,-34,-43,-0.55,-54,-70,-0.59,-3,-4,-0.75,-2,0,-215,-1,1,0.0,-12.7,-9.08,-12.7,-3.27,3.5,-0.39,-0.42,-0.17,-0.75,-1.2,-3.25
UFC Fight Night,maia stevenson,polyana viana,Blue,Women's Strawweight,0,Women,Submission,1,3,230,Camila Albuquerque,0,6,11,0.54,11,16,0.69,1,1,1.0,0,0,89,6,5,42.0,162.56,52.16,157.48,Orthodox,1.57,3.13,0.54,1.0,0.33,0.5,0.0,3.91,0,12,18,0.66,25,35,0.71,1,2,0.5,3,1,106,13,7,31.0,165.1,52.16,170.18,Orthodox,2.99,2.65,0.4,0.33,0.53,0.38,1.9,0.82,0,-6,-7,-0.12,-14,-19,-0.02,0,-1,0.5,-3,-1,-17,-7,-2,11.0,-2.54,0.0,-12.7,-1.42,0.48,0.14,0.6699999999999999,-0.2,0.12,-1.9,3.0900000000000003
UFC on FOX,john dodson,manvel gamburyan,Red,Bantamweight,0,Men,KO/TKO,1,3,37,James Warring,1,16,19,0.84,18,21,0.86,0,0,0.0,0,0,4,22,12,39.0,160.02,61.23,167.64,Orthodox,3.2,3.58,0.4,0.28,0.61,0.82,0.0,0.71,0,2,2,1.0,2,3,0.67,0,0,0.0,0,0,0,15,10,42.0,165.1,61.23,170.18,Orthodox,2.13,2.83,0.41,0.34,0.55,0.69,0.7,3.26,1,14,17,-0.16,16,18,0.1899999999999999,0,0,0.0,0,0,4,7,2,-3.0,-5.08,0.0,-2.54,1.0700000000000005,0.75,-0.01,-0.06,0.06,0.13,-0.7,-2.55
UFC on FOX,anthony johnson,ryan bader,Red,Light Heavyweight,0,Men,KO/TKO,1,5,86,Keith Peterson,0,11,13,0.84,13,15,0.87,0,0,0.0,0,0,73,22,6,40.0,187.96,92.99,198.12,Orthodox,3.25,1.83,0.47,0.57,0.6,0.77,0.6,2.43,0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0,23,5,40.0,187.96,92.99,187.96,Orthodox,2.82,1.39,0.43,0.44,0.71,0.8,0.4,3.37,0,11,13,0.84,13,15,0.87,0,-1,0.0,0,0,73,-1,1,0.0,0.0,0.0,10.159999999999997,0.4300000000000001,0.4400000000000001,0.04,0.1299999999999999,-0.11,-0.03,0.1999999999999999,-0.94
UFC 178,manvel gamburyan,cody gibson,Red,Bantamweight,0,Men,Submission,2,3,296,Chris Tognoni,0,11,52,0.21,20,63,0.32,2,6,0.33,1,0,92,15,10,42.0,165.1,61.23,170.18,Orthodox,2.13,2.83,0.41,0.34,0.55,0.69,0.7,3.26,1,49,118,0.41,61,131,0.47,1,2,0.5,0,0,162,20,10,36.0,177.8,61.23,180.34,Orthodox,4.0,4.08,0.43,0.28,0.57,0.68,0.2,1.28,-1,-38,-66,-0.2,-41,-68,-0.15,1,4,-0.17,1,0,-70,-5,0,6.0,-12.7,0.0,-10.16,-1.87,-1.25,-0.02,0.06,-0.02,0.01,0.4999999999999999,1.98
UFC 177,yancy medeiros,damon jackson,Red,Lightweight,0,Men,Submission,2,3,114,Jason Herzog,0,29,55,0.52,36,62,0.58,0,0,0.0,2,0,39,15,8,36.0,177.8,70.31,190.5,Orthodox,4.36,5.67,0.37,0.5,0.47,0.73,0.7,0.33,0,20,49,0.4,22,51,0.43,0,5,0.0,0,0,139,22,6,35.0,180.34,65.77,180.34,Switch,3.02,3.46,0.4,0.34,0.5,0.4,1.6,2.44,0,9,6,0.12,14,11,0.1499999999999999,0,-5,0.0,2,0,-100,-7,2,1.0,-2.54,4.540000000000006,10.159999999999997,1.3400000000000003,2.21,-0.03,0.1599999999999999,-0.03,0.3299999999999999,-0.9,-2.11
UFC on FUEL TV,ryan couture,ross pearson,Blue,Lightweight,0,Men,KO/TKO,2,3,225,Leon Roberts,0,29,77,0.37,35,83,0.42,1,7,0.14,0,0,188,11,5,41.0,177.8,70.31,185.42,Orthodox,3.54,2.87,0.45,0.29,0.54,0.46,1.3,1.55,1,28,41,0.68,48,62,0.77,1,1,1.0,0,0,10,20,16,39.0,172.72,70.31,175.26,Orthodox,3.68,4.09,0.4,0.35,0.62,0.75,0.0,0.74,-1,1,36,-0.31,-13,21,-0.35,0,6,-0.86,0,0,178,-9,-11,2.0,5.0800000000000125,0.0,10.159999999999997,-0.14,-1.22,0.05,-0.06,-0.08,-0.29,1.3,0.81
UFC 144,quinton jackson,ryan bader,Blue,Light Heavyweight,0,Men,Decision - Unanimous,3,3,300,Leon Roberts,0,16,39,0.41,30,53,0.57,1,4,0.25,0,0,21,37,12,45.0,185.42,92.99,185.42,Orthodox,3.25,2.51,0.54,0.56,0.55,0.73,0.1,1.52,0,55,101,0.54,109,158,0.69,4,9,0.44,0,0,527,23,5,40.0,187.96,92.99,187.96,Orthodox,2.82,1.39,0.43,0.44,0.71,0.8,0.4,3.37,0,-39,-62,-0.13,-79,-105,-0.12,-3,-5,-0.19,0,0,-506,14,7,5.0,-2.54,0.0,-2.54,0.4300000000000001,1.12,0.11,0.12,-0.16,-0.07,-0.3,-1.85
UFC 139,ryan bader,jason brilz,Red,Light Heavyweight,0,Men,KO/TKO,1,3,77,Jason McCoy,1,6,14,0.42,6,14,0.43,0,0,0.0,0,0,1,23,5,40.0,187.96,92.99,187.96,Orthodox,2.82,1.39,0.43,0.44,0.71,0.8,0.4,3.37,0,1,13,0.07,1,13,0.08,0,0,0.0,0,0,0,22,6,48.0,180.34,92.99,180.34,Orthodox,2.66,1.78,0.4,0.25,0.65,0.25,1.3,2.37,1,5,1,0.35,5,1,0.35,0,0,0.0,0,0,1,1,-1,-8.0,7.620000000000003,0.0,7.620000000000003,0.1599999999999997,-0.39,0.03,0.19,0.06,0.55,-0.9,1.0
UFC Live,tyson griffin,manvel gamburyan,Red,Featherweight,0,Men,Decision - Unanimous,3,3,300,Chip Snider,0,67,125,0.53,100,163,0.61,0,3,0.0,0,0,228,16,8,39.0,167.64,65.77,172.72,Orthodox,3.71,2.3,0.41,0.46,0.65,0.59,0.9,1.87,0,32,71,0.45,42,84,0.5,2,12,0.16,0,0,158,15,10,42.0,165.1,61.23,170.18,Orthodox,2.13,2.83,0.41,0.34,0.55,0.69,0.7,3.26,0,35,54,0.08,58,79,0.1099999999999999,-2,-9,-0.16,0,0,70,1,-2,-3.0,2.539999999999992,4.539999999999999,2.539999999999992,1.58,-0.53,0.0,0.12,0.1,-0.1,0.2,-1.39
UFC 129,jason macdonald,ryan jensen,Red,Middleweight,0,Men,Submission,1,3,97,Herb Dean,0,0,1,0.0,0,1,0.0,0,1,0.0,1,0,39,25,16,48.0,190.5,83.91,203.2,Orthodox,1.55,2.7,0.52,0.16,0.46,0.35,2.0,1.43,0,0,5,0.0,6,12,0.5,0,0,0.0,1,1,45,21,8,46.0,185.42,83.91,193.04,Orthodox,2.84,2.99,0.39,0.5,0.59,0.31,1.9,1.55,0,0,-4,0.0,-6,-11,-0.5,0,1,0.0,0,-1,-6,4,8,2.0,5.0800000000000125,0.0,10.159999999999997,-1.29,-0.29,0.13,-0.34,-0.13,0.04,0.1,-0.12
UFC 260,stipe miocic,francis ngannou,Blue,UFC Heavyweight Title,1,Men,KO/TKO,2,5,52,Herb Dean,0,12,13,0.92,12,13,0.92,0,1,0.0,0,0,4,20,4,41.0,193.04,108.86,203.2,Orthodox,4.82,3.82,0.53,0.34,0.54,0.68,0.0,1.86,2,36,56,0.64,38,58,0.66,1,2,0.5,0,0,22,17,3,37.0,193.04,113.4,210.82,Orthodox,2.33,2.16,0.41,0.62,0.41,0.71,0.3,0.76,-2,-24,-43,0.28,-26,-45,0.26,-1,-1,-0.5,0,0,-18,3,1,4.0,0.0,-4.54,-7.62,2.49,1.6599999999999997,0.12,-0.28,0.13,-0.03,-0.3,1.1
UFC 220,stipe miocic,francis ngannou,Red,UFC Heavyweight Title,1,Men,Decision - Unanimous,5,5,300,Herb Dean,0,70,95,0.73,200,244,0.82,6,14,0.42,0,0,905,20,4,41.0,193.04,108.86,203.2,Orthodox,4.82,3.82,0.53,0.34,0.54,0.68,0.0,1.86,0,21,113,0.18,33,126,0.26,0,1,0.0,1,0,2,17,3,37.0,193.04,113.4,210.82,Orthodox,2.33,2.16,0.41,0.62,0.41,0.71,0.3,0.76,0,49,-18,0.55,167,118,0.5599999999999999,6,13,0.42,-1,0,903,3,1,4.0,0.0,-4.54,-7.62,2.49,1.6599999999999997,0.12,-0.28,0.13,-0.03,-0.3,1.1
UFC 221,jake matthews,li jingliang,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Mark Simpson,2,63,127,0.49,89,156,0.57,2,4,0.5,1,0,206,19,7,29.0,180.34,77.11,185.42,Orthodox,3.3,2.56,0.45,0.4,0.6,0.62,0.6,1.59,0,49,152,0.32,56,163,0.34,0,1,0.0,0,1,71,19,8,36.0,182.88,77.11,180.34,Orthodox,4.46,3.84,0.42,0.41,0.57,0.6,0.0,1.25,2,14,-25,0.1699999999999999,33,-7,0.2299999999999999,2,3,0.5,1,-1,135,0,-1,-7.0,-2.54,0.0,5.079999999999984,-1.16,-1.28,0.03,-0.01,0.03,0.02,0.6,0.3400000000000001
UFC Fight Night,jake matthews,bojan velickovic,Red,Welterweight,0,Men,Decision - Split,3,3,300,Jim Perdios,0,20,34,0.58,50,69,0.72,4,11,0.36,0,1,427,19,7,29.0,180.34,77.11,185.42,Orthodox,3.3,2.56,0.45,0.4,0.6,0.62,0.6,1.59,0,24,48,0.5,113,163,0.69,1,1,1.0,1,2,278,15,6,35.0,182.88,77.11,193.04,Southpaw,2.18,2.31,0.34,0.25,0.57,0.55,0.5,0.67,0,-4,-14,0.08,-63,-94,0.03,3,10,-0.64,-1,-1,149,4,1,-6.0,-2.54,0.0,-7.62,1.1199999999999997,0.25,0.1099999999999999,0.15,0.03,0.07,0.1,0.92
UFC 191,jessica andrade,raquel pennington,Blue,Women's Bantamweight,0,Women,Submission,2,3,298,Herb Dean,0,41,66,0.62,59,87,0.68,4,5,0.8,1,0,208,25,12,32.0,154.94,52.16,157.48,Orthodox,6.67,5.36,0.5,0.54,0.54,0.72,0.4,2.45,0,41,68,0.6,66,96,0.69,2,2,1.0,1,0,184,16,9,35.0,170.18,61.23,170.18,Orthodox,4.14,3.29,0.52,0.27,0.6,0.63,0.7,0.9,0,0,-2,0.02,-7,-9,-0.01,2,3,-0.2,0,0,24,9,3,-3.0,-15.24,-9.07,-12.7,2.53,2.0700000000000003,-0.02,0.27,-0.06,0.09,-0.3,1.5500000000000005
UFC 171,raquel pennington,jessica andrade,Blue,Women's Bantamweight,0,Women,Decision - Split,3,3,300,Don Turnage,0,82,167,0.49,87,172,0.51,2,3,0.66,2,0,80,16,9,35.0,170.18,61.23,170.18,Orthodox,4.14,3.29,0.52,0.27,0.6,0.63,0.7,0.9,0,66,158,0.41,90,185,0.49,3,8,0.37,0,0,380,25,12,32.0,154.94,52.16,157.48,Orthodox,6.67,5.36,0.5,0.54,0.54,0.72,0.4,2.45,0,16,9,0.08,-3,-13,0.02,-1,-5,0.29,2,0,-300,-9,-3,3.0,15.240000000000007,9.07,12.700000000000015,-2.53,-2.07,0.02,-0.27,0.06,-0.09,0.2999999999999999,-1.55
